ID_Enluminure;descripteur;Type_desc;Shape;X;Y;Width;Height;ARK_Gallica;Image_Gallica;Enluminure_IIIF_X;Enluminure_IIIF_Y;Enluminure_IIIF_Width;Enluminure_IIIF_Height;Tag_absoluteX;Tag_absoluteY;Tag_absoluteWidth;Tag_absoluteHeight;ID Desc;Desc;175$e;600$a;ID Tag;ARK_Mandragore
39985;gaston.3.phébus;personne;rect;1195;729;621;1152;btv1b525064305;f14;580;108;2412;2130;1775;837;621;1152;6919;gaston.3.phébus;comte de foix, vicomte de béarn;0;209638;ark:/12148/cgfbt39985p
39986;biche;objet;rect;757;107;244;573;btv1b525064305;f20;1983;1658;1062;1138;2740;1765;244;573;137;biche;mammifère ongulé;0;209653;ark:/12148/cgfbt399861
39986;cerf;objet;rect;395;462;620;622;btv1b525064305;f20;1983;1658;1062;1138;2378;2120;620;622;731;cerf;mammifère ongulé;0;209652;ark:/12148/cgfbt399861
39987;renne;objet;rect;76;286;919;683;btv1b525064305;f28;683;1295;1176;1252;759;1581;919;683;6921;renne;mammifère ongulé;0;209654;ark:/12148/cgfbt39987c
39988;daim;objet;rect;49;8;807;940;btv1b525064305;f29;334;2256;1089;975;383;2264;807;940;6922;daim;mammifère ongulé;0;209655;ark:/12148/cgfbt39988q
39989;bouquetin;objet;rect;97;250;798;738;btv1b525064305;f30;2032;2184;1122;992;2129;2434;798;738;44;bouquetin;mammifère ongulé;0;209656;ark:/12148/cgfbt399892
39990;chevreuil;objet;rect;205;250;633;710;btv1b525064305;f34;640;1681;1123;1052;845;1931;633;710;4030;chevreuil;mammifère ongulé;0;209657;ark:/12148/cgfbt399908
39990;forêt;objet;rect;50;43;897;611;btv1b525064305;f34;640;1681;1123;1052;690;1724;897;611;1039;forêt;0;0;209658;ark:/12148/cgfbt399908
39991;lièvre;objet;rect;609;538;393;428;btv1b525064305;f37;340;493;1118;1068;949;1031;393;428;972;lièvre;mammifère rongeur;0;209659;ark:/12148/cgfbt39991m
39991;ombre;notion;rect;79;363;767;326;btv1b525064305;f37;340;493;1118;1068;419;856;767;326;994;ombre;phénomène optique;0;209660;ark:/12148/cgfbt39991m
39992;lapin;objet;rect;615;399;157;302;btv1b525064305;f41;1608;2369;1110;1357;2223;2768;157;302;776;lapin;mammifère rongeur;0;209661;ark:/12148/cgfbt39992z
39992;terrier;lieu;rect;466;842;245;148;btv1b525064305;f41;1608;2369;1110;1357;2074;3211;245;148;1033;terrier;galerie creusée par un animal;0;209662;ark:/12148/cgfbt39992z
39993;grotte;lieu;rect;187;333;336;419;btv1b525064305;f42;1961;1685;1105;1279;2148;2018;336;419;391;grotte;0;0;209665;ark:/12148/cgfbt399939
39993;ours;objet;rect;204;813;623;448;btv1b525064305;f42;1961;1685;1105;1279;2165;2498;623;448;808;ours;mammifère carnassier;0;209663;ark:/12148/cgfbt399939
39993;source;objet;rect;645;779;402;488;btv1b525064305;f42;1961;1685;1105;1279;2606;2464;402;488;499;source;0;0;209664;ark:/12148/cgfbt399939
39994;sanglier;objet;rect;347;510;708;498;btv1b525064305;f46;2097;1756;1090;1068;2444;2266;708;498;807;sanglier;mammifère ongulé;0;209666;ark:/12148/cgfbt39994n
39995;dépeçage;scène;rect;290;421;580;415;btv1b525064305;f50;2099;1047;1036;1177;2389;1468;580;415;2318;dépeçage;0;0;209668;ark:/12148/cgfbt399950
39995;loup;objet;rect;36;683;894;457;btv1b525064305;f50;2099;1047;1036;1177;2135;1730;894;457;534;loup;mammifère carnassier;0;209667;ark:/12148/cgfbt399950
39996;chasse;scène;rect;99;431;576;465;btv1b525064305;f56;2007;2051;1074;1269;2106;2482;576;465;593;chasse;0;0;209672;ark:/12148/cgfbt39996b
39996;coq;objet;rect;136;571;269;335;btv1b525064305;f56;2007;2051;1074;1269;2143;2622;269;335;177;coq;oiseau gallinacé;0;209670;ark:/12148/cgfbt39996b
39996;renard;objet;rect;183;892;887;325;btv1b525064305;f56;2007;2051;1074;1269;2190;2943;887;325;759;renard;mammifère carnassier;0;209669;ark:/12148/cgfbt39996b
39996;terrier;objet;rect;66;981;253;254;btv1b525064305;f56;2007;2051;1074;1269;2073;3032;253;254;1033;terrier;galerie creusée par un animal;0;209671;ark:/12148/cgfbt39996b
39997;blaireau;objet;rect;179;483;782;311;btv1b525064305;f58;1980;1161;1085;1090;2159;1644;782;311;6675;blaireau;mammifère carnassier;0;209673;ark:/12148/cgfbt39997p
39998;chat.sauvage;objet;rect;52;559;1020;563;btv1b525064305;f59;1608;591;1154;1351;1660;1150;1020;563;6923;chat.sauvage;mammifère carnassier;0;209674;ark:/12148/cgfbt399981
39998;forêt;objet;rect;36;52;1073;848;btv1b525064305;f59;1608;591;1154;1351;1644;643;1073;848;1039;forêt;0;0;209675;ark:/12148/cgfbt399981
39998;ombre;notion;rect;294;750;826;393;btv1b525064305;f59;1608;591;1154;1351;1902;1341;826;393;994;ombre;phénomène optique;0;209676;ark:/12148/cgfbt399981
39999;cours.d'eau;objet;rect;30;628;1027;395;btv1b525064305;f60;1991;879;1101;1188;2021;1507;1027;395;162;cours.d'eau;0;0;209679;ark:/12148/cgfbt39999c
39999;loutre;objet;rect;296;707;742;178;btv1b525064305;f60;1991;879;1101;1188;2287;1586;742;178;6924;loutre;mammifère carnassier;0;209677;ark:/12148/cgfbt39999c
39999;poisson;objet;rect;287;630;96;243;btv1b525064305;f60;1991;879;1101;1188;2278;1509;96;243;371;poisson;poisson non identifié;0;209678;ark:/12148/cgfbt39999c
40000;chien;objet;rect;1801;737;593;555;btv1b525064305;f62;547;618;2634;1415;2348;1355;593;555;84;chien;mammifère carnassier (voir aussi: lévrier);0;209680;ark:/12148/cgfbt400001
40000;collier.de.chien;objet;rect;628;792;187;177;btv1b525064305;f62;547;618;2634;1415;1175;1410;187;177;590;collier.de.chien;0;0;209681;ark:/12148/cgfbt400001
40000;laisse;objet;rect;1198;558;310;444;btv1b525064305;f62;547;618;2634;1415;1745;1176;310;444;831;laisse;0;0;209682;ark:/12148/cgfbt400001
40000;lévrier;objet;rect;1012;868;825;419;btv1b525064305;f62;547;618;2634;1415;1559;1486;825;419;588;lévrier;chien, mammifère carnassier;0;209683;ark:/12148/cgfbt400001
40000;meute;objet;rect;151;638;2336;686;btv1b525064305;f62;547;618;2634;1415;698;1256;2336;686;141;meute;0;0;209684;ark:/12148/cgfbt400001
40001;chien;objet;rect;122;580;1008;805;btv1b525064305;f78;2044;602;1160;1529;2166;1182;1008;805;84;chien;mammifère carnassier (voir aussi: lévrier);0;209685;ark:/12148/cgfbt40001c
40001;collier.de.chien;objet;rect;268;712;215;152;btv1b525064305;f78;2044;602;1160;1529;2312;1314;215;152;590;collier.de.chien;0;0;209686;ark:/12148/cgfbt40001c
40001;laisse;objet;rect;450;517;286;225;btv1b525064305;f78;2044;602;1160;1529;2494;1119;286;225;831;laisse;0;0;209687;ark:/12148/cgfbt40001c
40002;appareillage;objet;rect;444;660;671;642;btv1b525064305;f87;329;1501;1156;1331;773;2161;671;642;183;appareillage;architecture;0;209692;ark:/12148/cgfbt40002q
40002;cheminée;objet;rect;581;64;86;192;btv1b525064305;f87;329;1501;1156;1331;910;1565;86;192;514;cheminée;0;0;209695;ark:/12148/cgfbt40002q
40002;chenil;objet;rect;23;215;870;990;btv1b525064305;f87;329;1501;1156;1331;352;1716;870;990;6926;chenil;0;0;209688;ark:/12148/cgfbt40002q
40002;chien;objet;rect;699;597;252;258;btv1b525064305;f87;329;1501;1156;1331;1028;2098;252;258;84;chien;mammifère carnassier (voir aussi: lévrier);0;209690;ark:/12148/cgfbt40002q
40002;colombage;objet;rect;78;233;335;401;btv1b525064305;f87;329;1501;1156;1331;407;1734;335;401;1206;colombage;0;0;209693;ark:/12148/cgfbt40002q
40002;palissade;objet;rect;28;46;879;342;btv1b525064305;f87;329;1501;1156;1331;357;1547;879;342;196;palissade;0;0;209689;ark:/12148/cgfbt40002q
40002;serrure;objet;rect;81;782;127;104;btv1b525064305;f87;329;1501;1156;1331;410;2283;127;104;1093;serrure;0;0;209691;ark:/12148/cgfbt40002q
40002;verrou;objet;rect;81;715;136;116;btv1b525064305;f87;329;1501;1156;1331;410;2216;136;116;586;verrou;0;0;209694;ark:/12148/cgfbt40002q
40003;chien;objet;rect;342;676;563;385;btv1b525064305;f105;329;2267;1068;1161;671;2943;563;385;84;chien;mammifère carnassier (voir aussi: lévrier);0;209696;ark:/12148/cgfbt400032
40003;laisse;objet;rect;469;500;302;317;btv1b525064305;f105;329;2267;1068;1161;798;2767;302;317;831;laisse;0;0;209698;ark:/12148/cgfbt400032
40003;flair;notion;rect;223;713;523;368;btv1b525064305;f105;329;2267;1068;1161;552;2980;523;368;6929;flair;0;0;209697;ark:/12148/cgfbt400032
40004;cerf;objet;rect;266;1124;849;1121;btv1b525064305;f105;1594;389;1145;2257;1860;1513;849;1121;731;cerf;mammifère ongulé;0;209699;ark:/12148/cgfbt40004d
40004;chasse;scène;rect;18;226;1099;1975;btv1b525064305;f105;1594;389;1145;2257;1612;615;1099;1975;593;chasse;0;0;209700;ark:/12148/cgfbt40004d
40004;chien;objet;rect;30;1172;320;628;btv1b525064305;f105;1594;389;1145;2257;1624;1561;320;628;84;chien;mammifère carnassier (voir aussi: lévrier);0;209703;ark:/12148/cgfbt40004d
40004;cor;objet;rect;706;395;272;152;btv1b525064305;f105;1594;389;1145;2257;2300;784;272;152;139;cor;"instrument de musique; voir aussi: shofar";0;209702;ark:/12148/cgfbt40004d
40004;meute;objet;rect;36;637;706;1163;btv1b525064305;f105;1594;389;1145;2257;1630;1026;706;1163;141;meute;0;0;209701;ark:/12148/cgfbt40004d
40004;ombre;notion;rect;339;1449;760;739;btv1b525064305;f105;1594;389;1145;2257;1933;1838;760;739;994;ombre;phénomène optique;0;209704;ark:/12148/cgfbt40004d
40005;cerf;objet;rect;183;1082;334;438;btv1b525064305;f113;1424;739;1342;1703;1607;1821;334;438;731;cerf;mammifère ongulé;0;209705;ark:/12148/cgfbt40005r
40005;chasse;scène;rect;459;339;870;987;btv1b525064305;f113;1424;739;1342;1703;1883;1078;870;987;593;chasse;0;0;209711;ark:/12148/cgfbt40005r
40005;chien;objet;rect;490;1186;644;445;btv1b525064305;f113;1424;739;1342;1703;1914;1925;644;445;84;chien;mammifère carnassier (voir aussi: lévrier);0;209710;ark:/12148/cgfbt40005r
40005;cor;objet;rect;495;350;176;206;btv1b525064305;f113;1424;739;1342;1703;1919;1089;176;206;139;cor;"instrument de musique; voir aussi: shofar";0;209706;ark:/12148/cgfbt40005r
40005;curée;notion;rect;755;852;364;454;btv1b525064305;f113;1424;739;1342;1703;2179;1591;364;454;6931;curée;0;0;209707;ark:/12148/cgfbt40005r
40005;laisse;objet;rect;657;1385;676;178;btv1b525064305;f113;1424;739;1342;1703;2081;2124;676;178;831;laisse;0;0;209708;ark:/12148/cgfbt40005r
40005;meute;objet;rect;472;610;856;651;btv1b525064305;f113;1424;739;1342;1703;1896;1349;856;651;141;meute;0;0;209709;ark:/12148/cgfbt40005r
40006;blessure;objet;rect;429;759;64;169;btv1b525064305;f139;109;1575;1132;2024;538;2334;64;169;507;blessure;0;0;209716;ark:/12148/cgfbt400063
40006;cerf;objet;rect;376;579;641;673;btv1b525064305;f139;109;1575;1132;2024;485;2154;641;673;731;cerf;mammifère ongulé;0;209713;ark:/12148/cgfbt400063
40006;chasse;scène;rect;13;326;1104;1487;btv1b525064305;f139;109;1575;1132;2024;122;1901;1104;1487;593;chasse;0;0;209712;ark:/12148/cgfbt400063
40006;chien;objet;rect;531;1237;196;676;btv1b525064305;f139;109;1575;1132;2024;640;2812;196;676;84;chien;mammifère carnassier (voir aussi: lévrier);0;209715;ark:/12148/cgfbt400063
40006;meute;objet;rect;526;807;574;1102;btv1b525064305;f139;109;1575;1132;2024;635;2382;574;1102;141;meute;0;0;209714;ark:/12148/cgfbt400063
40007;arbalète;objet;rect;580;339;407;134;btv1b525064305;f152;846;1237;1411;1514;1426;1576;407;134;474;arbalète;0;0;209721;ark:/12148/cgfbt40007f
40007;blessure;objet;rect;106;700;98;193;btv1b525064305;f152;846;1237;1411;1514;952;1937;98;193;507;blessure;0;0;209726;ark:/12148/cgfbt40007f
40007;cadavre;objet;rect;444;715;373;618;btv1b525064305;f152;846;1237;1411;1514;1290;1952;373;618;147;cadavre;voir aussi: dépouille;0;209722;ark:/12148/cgfbt40007f
40007;chasse;scène;rect;96;277;1084;907;btv1b525064305;f152;846;1237;1411;1514;942;1514;1084;907;593;chasse;0;0;209717;ark:/12148/cgfbt40007f
40007;chien;objet;rect;24;983;379;484;btv1b525064305;f152;846;1237;1411;1514;870;2220;379;484;84;chien;mammifère carnassier (voir aussi: lévrier);0;209720;ark:/12148/cgfbt40007f
40007;collier.de.chien;objet;rect;696;636;169;159;btv1b525064305;f152;846;1237;1411;1514;1542;1873;169;159;590;collier.de.chien;0;0;209723;ark:/12148/cgfbt40007f
40007;combat;scène;rect;98;275;636;630;btv1b525064305;f152;846;1237;1411;1514;944;1512;636;630;396;combat;0;0;209719;ark:/12148/cgfbt40007f
40007;fourreau;objet;rect;819;987;289;421;btv1b525064305;f152;846;1237;1411;1514;1665;2224;289;421;454;fourreau;étui d'arme;0;209725;ark:/12148/cgfbt40007f
40007;lance;objet;rect;727;524;674;183;btv1b525064305;f152;846;1237;1411;1514;1573;1761;674;183;385;lance;0;0;209724;ark:/12148/cgfbt40007f
40007;ours;objet;rect;114;311;411;415;btv1b525064305;f152;846;1237;1411;1514;960;1548;411;415;808;ours;mammifère carnassier;0;209718;ark:/12148/cgfbt40007f
40008;cavalier;personne;rect;12;566;598;887;btv1b525064305;f153;1569;1640;1115;1755;1581;2206;598;887;271;cavalier;0;0;209731;ark:/12148/cgfbt40008s
40008;chasse;scène;rect;21;240;1047;1297;btv1b525064305;f153;1569;1640;1115;1755;1590;1880;1047;1297;593;chasse;0;0;209727;ark:/12148/cgfbt40008s
40008;chien;objet;rect;603;1036;456;566;btv1b525064305;f153;1569;1640;1115;1755;2172;2676;456;566;84;chien;mammifère carnassier (voir aussi: lévrier);0;209734;ark:/12148/cgfbt40008s
40008;cor;objet;rect;128;601;258;196;btv1b525064305;f153;1569;1640;1115;1755;1697;2241;258;196;139;cor;"instrument de musique; voir aussi: shofar";0;209730;ark:/12148/cgfbt40008s
40008;harnais;objet;rect;189;875;400;205;btv1b525064305;f153;1569;1640;1115;1755;1758;2515;400;205;362;harnais;équipement de cheval;0;209732;ark:/12148/cgfbt40008s
40008;meute;objet;rect;466;987;622;677;btv1b525064305;f153;1569;1640;1115;1755;2035;2627;622;677;141;meute;0;0;209729;ark:/12148/cgfbt40008s
40008;sanglier;objet;rect;445;282;635;663;btv1b525064305;f153;1569;1640;1115;1755;2014;1922;635;663;807;sanglier;mammifère ongulé;0;209728;ark:/12148/cgfbt40008s
40008;cheval;objet;rect;0;813;632;629;btv1b525064305;f153;1569;1640;1115;1755;1569;2453;632;629;352;cheval;mammifère ongulé (voir aussi: cavalier, hippiatrie);0;209733;ark:/12148/cgfbt40008s
40009;cavalier;personne;rect;495;43;616;924;btv1b525064305;f155;131;1192;1241;1459;626;1235;616;924;271;cavalier;0;0;209739;ark:/12148/cgfbt400094
40009;chasse;objet;rect;17;141;811;1179;btv1b525064305;f155;131;1192;1241;1459;148;1333;811;1179;593;chasse;0;0;209735;ark:/12148/cgfbt400094
40009;chien;objet;rect;457;1014;631;370;btv1b525064305;f155;131;1192;1241;1459;588;2206;631;370;84;chien;mammifère carnassier (voir aussi: lévrier);0;209740;ark:/12148/cgfbt400094
40009;coiffe;objet;rect;542;43;285;263;btv1b525064305;f155;131;1192;1241;1459;673;1235;285;263;217;coiffe;0;0;209741;ark:/12148/cgfbt400094
40009;harnais;objet;rect;501;383;711;370;btv1b525064305;f155;131;1192;1241;1459;632;1575;711;370;362;harnais;équipement de cheval;0;209738;ark:/12148/cgfbt400094
40009;meute;objet;rect;391;794;796;633;btv1b525064305;f155;131;1192;1241;1459;522;1986;796;633;141;meute;0;0;209737;ark:/12148/cgfbt400094
40009;pique;objet;rect;296;298;358;620;btv1b525064305;f155;131;1192;1241;1459;427;1490;358;620;4700;pique;arme;0;581689;ark:/12148/cgfbt400094
40009;sanglier;objet;rect;21;703;432;654;btv1b525064305;f155;131;1192;1241;1459;152;1895;432;654;807;sanglier;mammifère ongulé;0;209736;ark:/12148/cgfbt400094
40010;appât;objet;rect;399;1174;517;366;btv1b525064305;f157;1481;1438;1328;1552;1880;2612;517;366;6935;appât;pêche ou chasse;0;209745;ark:/12148/cgfbt40010b
40010;cavalier;personne;rect;8;541;616;795;btv1b525064305;f157;1481;1438;1328;1552;1489;1979;616;795;271;cavalier;0;0;209747;ark:/12148/cgfbt40010b
40010;cours.d'eau;objet;rect;632;764;607;406;btv1b525064305;f157;1481;1438;1328;1552;2113;2202;607;406;162;cours.d'eau;0;0;209746;ark:/12148/cgfbt40010b
40010;loup;objet;rect;1064;1186;237;280;btv1b525064305;f157;1481;1438;1328;1552;2545;2624;237;280;534;loup;mammifère carnassier;0;209743;ark:/12148/cgfbt40010b
40010;chasse;scène;rect;12;0;1299;1545;btv1b525064305;f157;1481;1438;1328;1552;1493;1438;1299;1545;593;chasse;0;0;209744;ark:/12148/cgfbt40010b
40012;arc;objet;rect;638;74;317;539;btv1b525064305;f178;2000;368;1230;1360;2638;442;317;539;225;arc;arme (voir aussi: tir.à.l'arc);0;209756;ark:/12148/cgfbt400121
40012;biche;objet;rect;665;676;390;445;btv1b525064305;f178;2000;368;1230;1360;2665;1044;390;445;137;biche;mammifère ongulé;0;209758;ark:/12148/cgfbt400121
40012;carquois;objet;rect;263;651;238;197;btv1b525064305;f178;2000;368;1230;1360;2263;1019;238;197;819;carquois;0;0;209757;ark:/12148/cgfbt400121
40012;cerf;objet;rect;844;388;339;936;btv1b525064305;f178;2000;368;1230;1360;2844;756;339;936;731;cerf;mammifère ongulé;0;209755;ark:/12148/cgfbt400121
40012;sanglier;objet;rect;1015;379;173;215;btv1b525064305;f178;2000;368;1230;1360;3015;747;173;215;807;sanglier;mammifère ongulé;0;209759;ark:/12148/cgfbt400121
40012;chasse;scène;rect;83;66;1089;1238;btv1b525064305;f178;2000;368;1230;1360;2083;434;1089;1238;593;chasse;0;0;209754;ark:/12148/cgfbt400121
40011;chien;objet;rect;63;339;620;429;btv1b525064305;f178;688;2531;1311;807;751;2870;620;429;84;chien;mammifère carnassier (voir aussi: lévrier);0;209749;ark:/12148/cgfbt40011p
40011;collier.de.chien;objet;rect;492;389;84;126;btv1b525064305;f178;688;2531;1311;807;1180;2920;84;126;590;collier.de.chien;0;0;209752;ark:/12148/cgfbt40011p
40011;éperon;objet;rect;766;490;100;92;btv1b525064305;f178;688;2531;1311;807;1454;3021;100;92;461;éperon;0;0;209751;ark:/12148/cgfbt40011p
40011;lévrier;objet;rect;11;98;824;380;btv1b525064305;f178;688;2531;1311;807;699;2629;824;380;588;lévrier;chien, mammifère carnassier;0;209750;ark:/12148/cgfbt40011p
40011;meute;objet;rect;36;13;799;779;btv1b525064305;f178;688;2531;1311;807;724;2544;799;779;141;meute;0;0;209753;ark:/12148/cgfbt40011p
40011;flair;notion;rect;1091;135;195;269;btv1b525064305;f178;688;2531;1311;807;1779;2666;195;269;6929;flair;0;0;209748;ark:/12148/cgfbt40011p
42606;ange;objet;rect;2087;488;1191;954;btv1b10532593m;f11;86;291;4311;5049;2173;779;1191;954;30;ange;0;0;229115;ark:/12148/cgfbt426067
42606;armoiries;objet;rect;1592;423;681;674;btv1b10532593m;f11;86;291;4311;5049;1678;714;681;674;3;armoiries;0;0;229116;ark:/12148/cgfbt426067
42606;canne;objet;rect;3176;3502;415;1085;btv1b10532593m;f11;86;291;4311;5049;3262;3793;415;1085;828;canne;0;0;229144;ark:/12148/cgfbt426067
42606;ceinture;objet;rect;970;3208;244;98;btv1b10532593m;f11;86;291;4311;5049;1056;3499;244;98;128;ceinture;0;0;229123;ark:/12148/cgfbt426067
42606;chaîne;objet;rect;887;2763;267;410;btv1b10532593m;f11;86;291;4311;5049;973;3054;267;410;626;chaîne;0;0;229134;ark:/12148/cgfbt426067
42606;cité;lieu;rect;3486;1205;524;674;btv1b10532593m;f11;86;291;4311;5049;3572;1496;524;674;33;cité;0;0;229129;ark:/12148/cgfbt426067
42606;codex;objet;rect;2242;2801;391;377;btv1b10532593m;f11;86;291;4311;5049;2328;3092;391;377;599;codex;0;0;229124;ark:/12148/cgfbt426067
42606;coiffe;objet;rect;588;2313;563;308;btv1b10532593m;f11;86;291;4311;5049;674;2604;563;308;217;coiffe;0;0;229133;ark:/12148/cgfbt426067
42606;collier;objet;rect;3551;2769;172;186;btv1b10532593m;f11;86;291;4311;5049;3637;3060;172;186;545;collier;0;0;229119;ark:/12148/cgfbt426067
42606;collier.de.chien;objet;rect;2084;4024;201;136;btv1b10532593m;f11;86;291;4311;5049;2170;4315;201;136;590;collier.de.chien;0;0;229132;ark:/12148/cgfbt426067
42606;corde;objet;rect;3127;2586;169;427;btv1b10532593m;f11;86;291;4311;5049;3213;2877;169;427;448;corde;0;0;229128;ark:/12148/cgfbt426067
42606;couronne;objet;rect;1818;1965;362;215;btv1b10532593m;f11;86;291;4311;5049;1904;2256;362;215;41;couronne;voir aussi: empereur, roi...;0;229117;ark:/12148/cgfbt426067
42606;cours.d'eau;objet;rect;1302;1596;154;186;btv1b10532593m;f11;86;291;4311;5049;1388;1887;154;186;162;cours.d'eau;0;0;229143;ark:/12148/cgfbt426067
42606;cygne;objet;rect;3766;1894;126;115;btv1b10532593m;f11;86;291;4311;5049;3852;2185;126;115;728;cygne;oiseau palmipède;0;229130;ark:/12148/cgfbt426067
42606;dais;objet;rect;1037;273;1969;850;btv1b10532593m;f11;86;291;4311;5049;1123;564;1969;850;386;dais;tous matériaux;0;229120;ark:/12148/cgfbt426067
42606;faucon;objet;rect;1252;2962;222;484;btv1b10532593m;f11;86;291;4311;5049;1338;3253;222;484;373;faucon;oiseau rapace;0;229127;ark:/12148/cgfbt426067
42606;fourreau;objet;rect;778;3163;283;588;btv1b10532593m;f11;86;291;4311;5049;864;3454;283;588;454;fourreau;étui d'arme;0;229125;ark:/12148/cgfbt426067
42606;fourrure;objet;rect;1675;2367;448;204;btv1b10532593m;f11;86;291;4311;5049;1761;2658;448;204;134;fourrure;vêtement (voir aussi: peau);0;229122;ark:/12148/cgfbt426067
42606;gant;objet;rect;1216;3242;197;197;btv1b10532593m;f11;86;291;4311;5049;1302;3533;197;197;634;gant;0;0;229142;ark:/12148/cgfbt426067
42606;gemme;objet;rect;1930;312;111;111;btv1b10532593m;f11;86;291;4311;5049;2016;603;111;111;842;gemme;pierre fine;0;229118;ark:/12148/cgfbt426067
42606;lévrier;objet;rect;1313;3755;585;559;btv1b10532593m;f11;86;291;4311;5049;1399;4046;585;559;588;lévrier;chien, mammifère carnassier;0;229131;ark:/12148/cgfbt426067
42606;pavement;objet;rect;3153;4519;828;316;btv1b10532593m;f11;86;291;4311;5049;3239;4810;828;316;171;pavement;revêtement de sol à l'intérieur;0;229145;ark:/12148/cgfbt426067
42606;poignard;objet;rect;380;3041;265;696;btv1b10532593m;f11;86;291;4311;5049;466;3332;265;696;436;poignard;0;0;229141;ark:/12148/cgfbt426067
42606;trône;objet;rect;1553;2442;979;1237;btv1b10532593m;f11;86;291;4311;5049;1639;2733;979;1237;169;trône;0;0;229121;ark:/12148/cgfbt426067
42606;charles.8;personne;rect;1533;1760;888;2120;btv1b10532593m;f11;86;291;4311;5049;1619;2051;888;2120;7892;charles.8;roi de france, valois;0;229137;ark:/12148/cgfbt426067
42606;cour;scène;rect;84;1500;4039;3427;btv1b10532593m;f11;86;291;4311;5049;170;1791;4039;3427;472;cour;entourage d'un souverain;0;229138;ark:/12148/cgfbt426067
42606;dédicace;scène;rect;1508;1684;1818;2556;btv1b10532593m;f11;86;291;4311;5049;1594;1975;1818;2556;918;dédicace;scène de présentation du livre;0;229114;ark:/12148/cgfbt426067
42606;étoffe;objet;rect;628;3754;587;779;btv1b10532593m;f11;86;291;4311;5049;714;4045;587;779;451;étoffe;0;0;229140;ark:/12148/cgfbt426067
42606;louis.de.bruges;personne;rect;2489;2463;930;1818;btv1b10532593m;f11;86;291;4311;5049;2575;2754;930;1818;4999;louis.de.bruges;seigneur de gruuthuse, comte de winchester;0;229136;ark:/12148/cgfbt426067
42606;ordre.de.la.toison.d'or;objet;rect;2614;2882;318;285;btv1b10532593m;f11;86;291;4311;5049;2700;3173;318;285;891;ordre.de.la.toison.d'or;0;0;229139;ark:/12148/cgfbt426067
42606;reflet;notion;rect;3762;1961;142;88;btv1b10532593m;f11;86;291;4311;5049;3848;2252;142;88;1437;reflet;0;0;229126;ark:/12148/cgfbt426067
42606;ombre;notion;rect;247;4252;549;306;btv1b10532593m;f11;86;291;4311;5049;333;4543;549;306;994;ombre;phénomène optique;0;229135;ark:/12148/cgfbt426067
42608;armoiries;objet;rect;2903;1377;375;876;btv1b10532593m;f16;224;593;8410;5102;3127;1970;375;876;3;armoiries;0;0;229163;ark:/12148/cgfbt42608x
42608;armure;objet;rect;6960;1726;624;1402;btv1b10532593m;f16;224;593;8410;5102;7184;2319;624;1402;173;armure;0;0;229164;ark:/12148/cgfbt42608x
